snapshot_id,account_id,snapshot_year,snapshot_month,month_label,closing_balance,txn_count,fees_charged
536,5095,2024,2,2024-02,47740.17,5,16.56
537,5095,2024,3,2024-03,50511.05,41,29.54
538,5095,2024,4,2024-04,51311.75,39,11.18
539,5095,2024,5,2024-05,52300.09,35,1.65
540,5095,2024,6,2024-06,52322.19,41,13.23
541,5383,2023,1,2023-01,39862.92,24,22.8
542,5383,2023,2,2023-02,41298.91,22,30.99
543,5383,2023,3,2023-03,38505.35,23,13.61
544,5383,2023,4,2023-04,42573.47,13,18.74
545,5383,2023,5,2023-05,45375.38,14,6.83
546,5383,2023,6,2023-06,46796.43,4,26.95
547,5383,2023,7,2023-07,51627.43,42,33.67
548,5383,2023,8,2023-08,56601.9,36,32.75
549,5383,2023,9,2023-09,57888.91,0,32.82
550,5383,2023,10,2023-10,57077.83,23,14.53
551,5383,2023,11,2023-11,57425.31,13,11.07
552,5383,2023,12,2023-12,60036.91,12,23.79
553,5383,2024,1,2024-01,1937.18,20,13.01
554,5383,2024,2,2024-02,6566.14,5,16.89
555,5383,2024,3,2024-03,5854.74,25,6.76
556,5383,2024,4,2024-04,8184.8,22,4.1
557,5383,2024,5,2024-05,7418.4,26,15.98
558,5383,2024,6,2024-06,8057.76,3,22.82
559,5030,2023,1,2023-01,49649.96,25,30.7
560,5030,2023,2,2023-02,54028.58,39,32.15
561,5030,2023,3,2023-03,58997.34,11,9.73
562,5030,2023,4,2023-04,61096.08,25,4.42
563,5030,2023,5,2023-05,65978.06,19,26.13
564,5030,2023,6,2023-06,63700.75,45,22.78
565,5030,2023,7,2023-07,62876.35,29,9.64
566,5030,2023,8,2023-08,66241.62,39,12.51
567,5030,2023,9,2023-09,69517.57,14,19.76
568,5030,2023,10,2023-10,66867.11,16,30.79
569,5030,2023,11,2023-11,65483.91,7,17.96
570,5030,2023,12,2023-12,69736.17,4,29.42
571,5030,2024,1,2024-01,25731.53,33,31.56
572,5030,2024,2,2024-02,22985.93,27,3.66
573,5030,2024,3,2024-03,24478.41,37,20.5
574,5030,2024,4,2024-04,23467.04,42,31.01
575,5030,2024,5,2024-05,27127.11,1,14.27
576,5030,2024,6,2024-06,24424.74,33,19.62
577,5387,2023,1,2023-01,18538.14,8,22.87
578,5387,2023,2,2023-02,16852.95,31,18.63
579,5387,2023,3,2023-03,15493.99,1,21.92
580,5387,2023,4,2023-04,19839.88,37,33.81
581,5387,2023,5,2023-05,17506.5,36,6.13
582,5387,2023,6,2023-06,15958.1,39,28.56
583,5387,2023,7,2023-07,19552.87,43,20.48
584,5387,2023,8,2023-08,21318.6,45,27.62
585,5387,2023,9,2023-09,26168.91,32,12.32
586,5387,2023,10,2023-10,29179.35,14,5.67
587,5387,2023,11,2023-11,30151.46,29,16.58
588,5387,2023,12,2023-12,30004.97,42,28.27
589,5387,2024,1,2024-01,50225.73,29,3.19
590,5387,2024,2,2024-02,51508.69,43,22.04
591,5387,2024,3,2024-03,53274.3,9,10.77
592,5387,2024,4,2024-04,55835.09,27,14.28
593,5387,2024,5,2024-05,55363.52,37,0.27
594,5387,2024,6,2024-06,59326.3,12,9.36
595,5334,2023,1,2023-01,31019.98,28,8.8
596,5334,2023,2,2023-02,30638.2,3,3.77
597,5334,2023,3,2023-03,33037.48,36,19.53
598,5334,2023,4,2023-04,32756.72,22,8.8
599,5334,2023,5,2023-05,37209.34,26,4.76
600,5334,2023,6,2023-06,35610.08,4,15.94
601,5334,2023,7,2023-07,33394.61,44,34.09
602,5334,2023,8,2023-08,38334.79,0,3.63
603,5334,2023,9,2023-09,39490.54,24,9.01
604,5334,2023,10,2023-10,42226.51,30,2.61
605,5334,2023,11,2023-11,39834.61,0,32.83
606,5334,2023,12,2023-12,41635.69,30,26.94
607,5334,2024,1,2024-01,23604.48,8,20.03
608,5334,2024,2,2024-02,23477.52,21,23.86
609,5334,2024,3,2024-03,23953.53,30,6.02
610,5334,2024,4,2024-04,21656.3,9,9.41
611,5334,2024,5,2024-05,22817.49,39,8.93
612,5334,2024,6,2024-06,25714.4,23,31.26
613,5338,2023,1,2023-01,6263.67,39,13.78
614,5338,2023,2,2023-02,8724.15,41,14.42
615,5338,2023,3,2023-03,10420.97,17,34.57
616,5338,2023,4,2023-04,10207.18,23,3.24
617,5338,2023,5,2023-05,13172.7,30,4.7
618,5338,2023,6,2023-06,12446.34,43,8.14
619,5338,2023,7,2023-07,13501.86,12,19.09
620,5338,2023,8,2023-08,11738.34,26,11.94
621,5338,2023,9,2023-09,10759.67,24,28.73
622,5338,2023,10,2023-10,13498.32,12,16.87
623,5338,2023,11,2023-11,13755.27,32,27.58
624,5338,2023,12,2023-12,14974.3,17,31.27
625,5338,2024,1,2024-01,46257.92,20,31.99
626,5338,2024,2,2024-02,45497.84,30,31.79
627,5338,2024,3,2024-03,48458.82,36,22.3
628,5338,2024,4,2024-04,53085.23,34,2.23
629,5338,2024,5,2024-05,58015.37,32,34.91
630,5338,2024,6,2024-06,62034.14,16,20.61
631,5336,2023,1,2023-01,36228.42,17,17.18
632,5336,2023,2,2023-02,38258.08,40,5.66
633,5336,2023,3,2023-03,37060.42,29,4.58
634,5336,2023,4,2023-04,38465.97,26,6.67
635,5336,2023,5,2023-05,40804.94,37,5.17
636,5336,2023,6,2023-06,38701.22,26,30.06
637,5336,2023,7,2023-07,40317.76,14,7.86
638,5336,2023,8,2023-08,40192.97,40,28.09
639,5336,2023,9,2023-09,38696.92,5,9.32
640,5336,2023,10,2023-10,37070.55,25,33.52
641,5336,2023,11,2023-11,40034.12,23,7.63
642,5336,2023,12,2023-12,43880.28,32,18.9
643,5336,2024,1,2024-01,45140.36,3,21.37
644,5336,2024,2,2024-02,47613.22,38,29.39
645,5336,2024,3,2024-03,46738.64,7,34.56
646,5336,2024,4,2024-04,50616.54,37,11.28
647,5336,2024,5,2024-05,49910.99,29,0.72
648,5336,2024,6,2024-06,48965.63,35,34.58
649,5096,2023,1,2023-01,33354.4,5,20.55
650,5096,2023,2,2023-02,31836.21,44,10.8
651,5096,2023,3,2023-03,35504.58,45,5.78
652,5096,2023,4,2023-04,38544.44,32,5.63
653,5096,2023,5,2023-05,36255.64,16,27.33
654,5096,2023,6,2023-06,38209.63,22,21.39
655,5096,2023,7,2023-07,39275.95,25,16.9
656,5096,2023,8,2023-08,43077.55,8,25.9
657,5096,2023,9,2023-09,40934.72,7,20.05
658,5096,2023,10,2023-10,38471.22,29,6.56
659,5096,2023,11,2023-11,42474.77,1,2.09
660,5096,2023,12,2023-12,39582.88,38,6.47
661,5096,2024,1,2024-01,4467.07,44,21.65
662,5096,2024,2,2024-02,1583.52,19,9.23
663,5096,2024,3,2024-03,4569.25,22,0.76
664,5096,2024,4,2024-04,5467.45,1,34.81
665,5096,2024,5,2024-05,8521.32,17,14.13
666,5096,2024,6,2024-06,6093.44,8,32.63
667,5240,2023,1,2023-01,8086.55,17,2.84
668,5240,2023,2,2023-02,8289.68,13,28.12
669,5240,2023,3,2023-03,10189.89,44,14.97
670,5240,2023,4,2023-04,9640.73,2,13.85
671,5240,2023,5,2023-05,13333.14,5,33.41
672,5240,2023,6,2023-06,18312.65,44,3.85
673,5240,2023,7,2023-07,16096.12,29,13.31
674,5240,2023,8,2023-08,18921.56,24,20.43
675,5240,2023,9,2023-09,20904.33,7,1.03
676,5240,2023,10,2023-10,22347.88,40,24.58
677,5240,2023,11,2023-11,24881.64,34,6.87
678,5240,2023,12,2023-12,26900.46,29,30.45
679,5240,2024,1,2024-01,10074.99,29,7.62
680,5240,2024,2,2024-02,10352.33,19,3.36
681,5240,2024,3,2024-03,7718.18,17,26.89
682,5240,2024,4,2024-04,4725.47,16,15.92
683,5240,2024,5,2024-05,7654.86,8,28.87
684,5240,2024,6,2024-06,11262.75,12,18.36
685,5084,2023,1,2023-01,46968.01,15,20.44
686,5084,2023,2,2023-02,50392.8,45,0.49
687,5084,2023,3,2023-03,51309.65,42,7.33
688,5084,2023,4,2023-04,53863.02,43,20.31
689,5084,2023,5,2023-05,55887.99,3,33.7
690,5084,2023,6,2023-06,53726.78,13,11.63
691,5084,2023,7,2023-07,53496.97,38,34.22
692,5084,2023,8,2023-08,57456.23,45,9.1
693,5084,2023,9,2023-09,58202.59,7,0.11
694,5084,2023,10,2023-10,62013.81,38,24.73
695,5084,2023,11,2023-11,65231.96,15,30.97
696,5084,2023,12,2023-12,65102.99,21,11.23
697,5084,2024,1,2024-01,1834.59,45,8.92
698,5084,2024,2,2024-02,4533.95,29,29.63
699,5084,2024,3,2024-03,2868.99,43,19.57
700,5084,2024,4,2024-04,1338.5,42,20.69
701,5084,2024,5,2024-05,6031.24,19,15.95
702,5084,2024,6,2024-06,4069.44,33,21.74
703,5168,2023,1,2023-01,31338.57,11,24.07
704,5168,2023,2,2023-02,29730.62,0,6.92
705,5168,2023,3,2023-03,27524.73,2,34.95
706,5168,2023,4,2023-04,30214.24,32,10.09
707,5168,2023,5,2023-05,30625.54,7,15.53
708,5168,2023,6,2023-06,32203.43,11,14.63
709,5168,2023,7,2023-07,36419.46,36,20.56
710,5168,2023,8,2023-08,37528.91,40,27.13
711,5168,2023,9,2023-09,38112.65,32,18.72
712,5168,2023,10,2023-10,41203.95,20,19.61
713,5168,2023,11,2023-11,45305.61,44,24.86
714,5168,2023,12,2023-12,46679.36,33,19.48
715,5168,2024,1,2024-01,20927.85,9,31.03
716,5168,2024,2,2024-02,18825.12,20,28.37
717,5168,2024,3,2024-03,21147.71,32,24.67
718,5168,2024,4,2024-04,20635.48,15,32.29
719,5168,2024,5,2024-05,23667.43,34,1.94
720,5168,2024,6,2024-06,27425.32,23,22.3
721,5385,2023,1,2023-01,30458.35,15,22.62
722,5385,2023,2,2023-02,35024.74,41,22.23
723,5385,2023,3,2023-03,36396.97,39,18.37
724,5385,2023,4,2023-04,33989.77,24,6.02
725,5385,2023,5,2023-05,36664.78,34,0.76
726,5385,2023,6,2023-06,40860.98,6,3.25
727,5385,2023,7,2023-07,41906.12,45,23.97
728,5385,2023,8,2023-08,40465.48,33,23.2
729,5385,2023,9,2023-09,40147.42,13,30.23
730,5385,2023,10,2023-10,40249.91,24,14.16
731,5385,2023,11,2023-11,39940.14,21,27.99
732,5385,2023,12,2023-12,39657.15,35,32.58
733,5385,2024,1,2024-01,33644.59,33,26.84
734,5385,2024,2,2024-02,37316.98,19,21.58
735,5385,2024,3,2024-03,34428.58,25,31.22
736,5385,2024,4,2024-04,33364.96,45,4.83
737,5385,2024,5,2024-05,33301.08,7,30.23
738,5385,2024,6,2024-06,30339.11,8,33.06
739,5063,2023,1,2023-01,11966.77,31,20.37
740,5063,2023,2,2023-02,13621.91,22,33.9
741,5063,2023,3,2023-03,18185.24,16,31.52
742,5063,2023,4,2023-04,21838.53,37,12.37
743,5063,2023,5,2023-05,24480.88,8,8.86
744,5063,2023,6,2023-06,28816.67,36,19.28
745,5063,2023,7,2023-07,31178.39,29,32.18
746,5063,2023,8,2023-08,33379.95,10,4.95
747,5063,2023,9,2023-09,33271.38,32,12.06
748,5063,2023,10,2023-10,34787.65,10,27.5
749,5063,2023,11,2023-11,35545.18,22,30.96
750,5063,2023,12,2023-12,39120.25,14,0.21
751,5063,2024,1,2024-01,28949.79,31,33.48
752,5063,2024,2,2024-02,27165.56,36,16.53
753,5063,2024,3,2024-03,31731.73,36,28.28
754,5063,2024,4,2024-04,34429.78,19,2.18
755,5063,2024,5,2024-05,32885.68,9,15.29
756,5063,2024,6,2024-06,33944.19,34,4.23
757,5330,2023,1,2023-01,43374.58,15,33.47
758,5330,2023,2,2023-02,42947.67,1,30.91
759,5330,2023,3,2023-03,45150.48,27,32.54
760,5330,2023,4,2023-04,45552.16,40,29.53
761,5330,2023,5,2023-05,45086.74,2,28.41
762,5330,2023,6,2023-06,45949.99,7,8.47
763,5330,2023,7,2023-07,48204.61,29,33.27
764,5330,2023,8,2023-08,45416.75,30,21.98
765,5330,2023,9,2023-09,43380.76,14,28.76
766,5330,2023,10,2023-10,47283.97,41,34.72
767,5330,2023,11,2023-11,45618.68,14,11.15
768,5330,2023,12,2023-12,46009.47,26,5.75
769,5330,2024,1,2024-01,18439.3,11,25.83
770,5330,2024,2,2024-02,21518.38,24,18.49
771,5330,2024,3,2024-03,20772.11,25,11.4
772,5330,2024,4,2024-04,19018.81,6,6.84
773,5330,2024,5,2024-05,17389.11,23,17.14
774,5330,2024,6,2024-06,20810.28,13,34.11
775,5038,2023,1,2023-01,8768.7,36,29.0
776,5038,2023,2,2023-02,6092.15,2,30.63
777,5038,2023,3,2023-03,3985.53,30,29.19
778,5038,2023,4,2023-04,4753.64,7,21.77
779,5038,2023,5,2023-05,2214.84,27,8.87
780,5038,2023,6,2023-06,2336.09,33,4.96
781,5038,2023,7,2023-07,7139.14,42,18.82
782,5038,2023,8,2023-08,11768.58,7,23.62
783,5038,2023,9,2023-09,13661.78,28,4.89
784,5038,2023,10,2023-10,13792.78,42,28.72
785,5038,2023,11,2023-11,13480.15,23,6.05
786,5038,2023,12,2023-12,12478.75,11,17.13
787,5038,2024,1,2024-01,23861.52,40,1.4
788,5038,2024,2,2024-02,28543.96,36,6.64
789,5038,2024,3,2024-03,25546.49,18,32.84
790,5038,2024,4,2024-04,28972.14,5,23.91
791,5038,2024,5,2024-05,26685.76,25,1.01
792,5038,2024,6,2024-06,27813.34,33,13.19
793,5142,2023,1,2023-01,46925.37,7,15.19
794,5142,2023,2,2023-02,48802.57,11,0.68
795,5142,2023,3,2023-03,52767.68,28,29.43
796,5142,2023,4,2023-04,50334.51,44,7.73
797,5142,2023,5,2023-05,49931.64,19,10.66
798,5142,2023,6,2023-06,54033.45,22,34.75
799,5142,2023,7,2023-07,58796.63,31,30.89
800,5142,2023,8,2023-08,59211.27,8,33.4
801,5142,2023,9,2023-09,62497.98,22,22.58
802,5142,2023,10,2023-10,66669.15,44,11.64
803,5142,2023,11,2023-11,67573.8,41,3.07
804,5142,2023,12,2023-12,72238.19,0,2.65
805,5142,2024,1,2024-01,17517.88,19,3.99
806,5142,2024,2,2024-02,15029.43,41,12.33
807,5142,2024,3,2024-03,14445.69,12,29.9
808,5142,2024,4,2024-04,14464.15,34,20.73
809,5142,2024,5,2024-05,15376.98,34,6.66
810,5142,2024,6,2024-06,14886.07,15,8.87
811,5055,2023,1,2023-01,34807.71,12,23.97
812,5055,2023,2,2023-02,37004.91,31,25.17
813,5055,2023,3,2023-03,37302.72,38,12.91
814,5055,2023,4,2023-04,42296.88,36,22.99
815,5055,2023,5,2023-05,46872.06,12,6.53
816,5055,2023,6,2023-06,51376.77,21,18.32
817,5055,2023,7,2023-07,50087.28,31,9.17
818,5055,2023,8,2023-08,55013.54,33,12.74
819,5055,2023,9,2023-09,52409.9,33,6.26
820,5055,2023,10,2023-10,54440.78,25,22.38
821,5055,2023,11,2023-11,52620.16,12,22.97
822,5055,2023,12,2023-12,52882.48,13,19.69
823,5055,2024,1,2024-01,39826.01,29,6.26
824,5055,2024,2,2024-02,36911.41,2,21.67
825,5055,2024,3,2024-03,35005.88,29,7.98
826,5055,2024,4,2024-04,37088.0,10,4.17
827,5055,2024,5,2024-05,36725.82,29,25.33
828,5055,2024,6,2024-06,40025.91,14,7.39
829,5221,2023,1,2023-01,30344.22,26,13.46
830,5221,2023,2,2023-02,28344.81,26,25.89
831,5221,2023,3,2023-03,25490.41,23,33.31
832,5221,2023,4,2023-04,24846.85,20,8.54
833,5221,2023,5,2023-05,25034.69,3,4.88
834,5221,2023,6,2023-06,25426.93,5,11.14
835,5221,2023,7,2023-07,28409.52,20,11.74
836,5221,2023,8,2023-08,31694.76,17,0.24
837,5221,2023,9,2023-09,35885.9,36,21.64
838,5221,2023,10,2023-10,36733.22,4,1.56
839,5221,2023,11,2023-11,37833.62,12,16.87
840,5221,2023,12,2023-12,35332.16,28,34.46
841,5221,2024,1,2024-01,38730.44,35,1.33
842,5221,2024,2,2024-02,43613.96,42,26.59
843,5221,2024,3,2024-03,43895.06,27,16.04
844,5221,2024,4,2024-04,45279.22,23,29.57
845,5221,2024,5,2024-05,49021.41,19,34.24
846,5221,2024,6,2024-06,53719.03,35,1.98
847,5264,2023,1,2023-01,136.69,8,11.37
848,5264,2023,2,2023-02,0,2,11.97
849,5264,2023,3,2023-03,4681.57,11,30.86
850,5264,2023,4,2023-04,9125.55,22,24.94
851,5264,2023,5,2023-05,10904.47,24,6.84
852,5264,2023,6,2023-06,11231.5,18,0.01
853,5264,2023,7,2023-07,13940.45,18,33.32
854,5264,2023,8,2023-08,16625.16,5,34.89
855,5264,2023,9,2023-09,17481.63,5,20.74
856,5264,2023,10,2023-10,16859.75,17,33.25
857,5264,2023,11,2023-11,16403.76,32,30.82
858,5264,2023,12,2023-12,19392.06,4,11.52
859,5264,2024,1,2024-01,45347.48,26,0.39
860,5264,2024,2,2024-02,50174.91,2,13.12
861,5264,2024,3,2024-03,51571.8,11,15.39
862,5264,2024,4,2024-04,51155.52,17,28.09
863,5264,2024,5,2024-05,53685.01,20,28.84
864,5264,2024,6,2024-06,56038.53,22,14.54
865,5290,2023,1,2023-01,46205.52,42,10.8
866,5290,2023,2,2023-02,44943.36,13,5.5
867,5290,2023,3,2023-03,49614.23,20,24.69
868,5290,2023,4,2023-04,48410.16,44,29.99
869,5290,2023,5,2023-05,53053.29,28,16.72
870,5290,2023,6,2023-06,57311.92,7,17.5
871,5290,2023,7,2023-07,59563.64,14,24.74
872,5290,2023,8,2023-08,57569.58,25,12.88
873,5290,2023,9,2023-09,55218.32,5,10.35
874,5290,2023,10,2023-10,56343.02,13,28.8
875,5290,2023,11,2023-11,59332.38,44,17.32
876,5290,2023,12,2023-12,59976.12,32,10.74
877,5290,2024,1,2024-01,21268.94,38,18.18
878,5290,2024,2,2024-02,24538.82,14,13.26
879,5290,2024,3,2024-03,22948.32,4,16.71
880,5290,2024,4,2024-04,26681.74,43,31.65
881,5290,2024,5,2024-05,24278.71,16,6.52
882,5290,2024,6,2024-06,21737.3,35,2.43
883,5175,2023,1,2023-01,15325.65,41,15.76
884,5175,2023,2,2023-02,19083.92,24,2.11
885,5175,2023,3,2023-03,21329.95,14,25.23
886,5175,2023,4,2023-04,21527.05,12,32.8
887,5175,2023,5,2023-05,25979.71,7,15.86
888,5175,2023,6,2023-06,27891.11,11,8.67
889,5175,2023,7,2023-07,31630.65,15,22.13
890,5175,2023,8,2023-08,35260.44,27,28.07
891,5175,2023,9,2023-09,35744.61,37,14.96
892,5175,2023,10,2023-10,33721.85,28,19.29
893,5175,2023,11,2023-11,36659.52,1,3.56
894,5175,2023,12,2023-12,37318.33,17,11.65
895,5175,2024,1,2024-01,28602.34,8,5.31
896,5175,2024,2,2024-02,26344.7,30,30.03
897,5175,2024,3,2024-03,23346.04,32,34.59
898,5175,2024,4,2024-04,22298.18,25,32.96
899,5175,2024,5,2024-05,21282.44,14,12.3
900,5175,2024,6,2024-06,23838.0,3,2.73
901,5020,2023,1,2023-01,2093.37,1,5.57
902,5020,2023,2,2023-02,88.42,3,12.23
903,5020,2023,3,2023-03,5051.64,20,31.18
904,5020,2023,4,2023-04,6490.37,10,23.93
905,5020,2023,5,2023-05,3561.8,19,10.0
906,5020,2023,6,2023-06,5567.07,28,28.38
907,5020,2023,7,2023-07,7386.64,40,11.49
908,5020,2023,8,2023-08,6356.13,25,24.37
909,5020,2023,9,2023-09,6520.28,16,31.0
910,5020,2023,10,2023-10,6102.74,10,27.24
911,5020,2023,11,2023-11,9802.01,43,27.06
912,5020,2023,12,2023-12,6875.26,45,30.93
913,5020,2024,1,2024-01,44245.05,16,18.27
914,5020,2024,2,2024-02,43132.96,34,16.93
915,5020,2024,3,2024-03,44233.8,11,20.77
916,5020,2024,4,2024-04,49231.52,2,13.76
917,5020,2024,5,2024-05,46436.91,34,24.6
918,5020,2024,6,2024-06,50509.8,3,34.11
919,5207,2023,1,2023-01,29124.09,20,6.16
920,5207,2023,2,2023-02,34104.82,44,16.71
921,5207,2023,3,2023-03,31806.18,45,31.24
922,5207,2023,4,2023-04,34468.48,34,0.34
923,5207,2023,5,2023-05,33568.62,9,32.07
924,5207,2023,6,2023-06,32702.25,17,2.74
925,5207,2023,7,2023-07,33907.81,16,4.42
926,5207,2023,8,2023-08,33050.0,20,25.25
927,5207,2023,9,2023-09,36394.17,32,3.88
928,5207,2023,10,2023-10,40114.65,18,19.05
929,5207,2023,11,2023-11,38973.07,43,13.89
930,5207,2023,12,2023-12,40049.28,5,19.22
931,5207,2024,1,2024-01,34801.74,39,22.28
932,5207,2024,2,2024-02,34034.78,14,31.96
933,5207,2024,3,2024-03,34931.78,20,27.3
934,5207,2024,4,2024-04,35525.8,12,0.62
935,5207,2024,5,2024-05,34386.91,23,12.71
936,5207,2024,6,2024-06,37100.71,4,23.52
937,5180,2023,1,2023-01,44542.15,24,8.21
938,5180,2023,2,2023-02,43994.59,45,11.99
939,5180,2023,3,2023-03,44785.1,38,16.41
940,5180,2023,4,2023-04,43084.03,11,12.0
941,5180,2023,5,2023-05,46209.79,26,5.44
942,5180,2023,6,2023-06,47749.21,31,17.56
943,5180,2023,7,2023-07,52227.98,32,21.21
944,5180,2023,8,2023-08,49957.17,8,31.31
945,5180,2023,9,2023-09,49542.22,23,7.95
946,5180,2023,10,2023-10,53168.35,28,6.01
947,5180,2023,11,2023-11,56351.94,2,33.07
948,5180,2023,12,2023-12,58225.83,43,24.94
949,5180,2024,1,2024-01,30660.25,41,23.04
950,5180,2024,2,2024-02,30419.06,34,0.21
951,5180,2024,3,2024-03,35025.8,30,25.45
952,5180,2024,4,2024-04,38758.06,4,18.22
953,5180,2024,5,2024-05,36494.12,33,11.03
954,5180,2024,6,2024-06,39161.77,45,5.76
955,5227,2023,1,2023-01,49858.45,13,12.66
956,5227,2023,2,2023-02,48003.55,21,12.53
957,5227,2023,3,2023-03,45750.33,21,34.37
958,5227,2023,4,2023-04,44282.22,39,25.59
959,5227,2023,5,2023-05,44535.37,3,21.45
960,5227,2023,6,2023-06,46827.72,14,17.74
961,5227,2023,7,2023-07,45471.16,36,3.33
962,5227,2023,8,2023-08,43205.48,9,28.19
963,5227,2023,9,2023-09,40942.23,1,3.85
964,5227,2023,10,2023-10,44248.51,5,8.18
965,5227,2023,11,2023-11,48657.5,32,22.45
966,5227,2023,12,2023-12,45983.38,41,4.98
967,5227,2024,1,2024-01,21086.18,8,23.1
968,5227,2024,2,2024-02,20264.78,18,9.41
969,5227,2024,3,2024-03,19288.53,45,34.44
970,5227,2024,4,2024-04,20788.88,11,31.27
971,5227,2024,5,2024-05,21390.23,28,6.17
972,5227,2024,6,2024-06,22048.01,19,16.89
973,5098,2023,1,2023-01,45856.53,8,16.59
974,5098,2023,2,2023-02,48099.25,15,20.04
975,5098,2023,3,2023-03,45990.58,11,5.82
976,5098,2023,4,2023-04,44844.14,28,11.41
977,5098,2023,5,2023-05,46476.19,34,24.46
978,5098,2023,6,2023-06,49088.95,40,27.98
979,5098,2023,7,2023-07,53280.76,41,32.86
980,5098,2023,8,2023-08,54361.98,28,0.28
981,5098,2023,9,2023-09,58473.09,33,11.48
982,5098,2023,10,2023-10,58250.19,12,18.44
983,5098,2023,11,2023-11,59234.28,30,5.29
984,5098,2023,12,2023-12,63764.95,24,3.68
985,5098,2024,1,2024-01,43102.06,37,32.4
986,5098,2024,2,2024-02,46034.1,4,25.21
987,5098,2024,3,2024-03,47262.65,28,24.6
988,5098,2024,4,2024-04,51277.97,16,33.26
989,5098,2024,5,2024-05,54976.13,7,3.0
990,5098,2024,6,2024-06,54332.0,31,13.87
991,5056,2023,1,2023-01,32281.14,36,29.31
992,5056,2023,2,2023-02,34279.93,39,3.25
993,5056,2023,3,2023-03,37044.35,30,27.98
994,5056,2023,4,2023-04,40216.3,0,6.26
995,5056,2023,5,2023-05,44608.28,27,33.89
996,5056,2023,6,2023-06,49134.13,15,31.64
997,5056,2023,7,2023-07,46253.57,3,3.9
998,5056,2023,8,2023-08,49488.65,40,27.2
999,5056,2023,9,2023-09,50389.55,0,10.32
1000,5056,2023,10,2023-10,48574.1,5,20.62
1001,5056,2023,11,2023-11,47181.74,42,7.35
1002,5056,2023,12,2023-12,48077.44,30,10.15
1003,5056,2024,1,2024-01,46135.92,24,11.16
1004,5056,2024,2,2024-02,49595.72,9,2.14
1005,5056,2024,3,2024-03,51426.76,25,13.22
1006,5056,2024,4,2024-04,54864.49,22,33.57
1007,5056,2024,5,2024-05,52348.62,2,17.32
1008,5056,2024,6,2024-06,50255.31,32,34.36
1009,5118,2023,1,2023-01,18792.29,10,2.51
1010,5118,2023,2,2023-02,17063.79,0,20.6
1011,5118,2023,3,2023-03,14363.72,40,3.15
1012,5118,2023,4,2023-04,15149.86,19,7.34
1013,5118,2023,5,2023-05,17742.78,39,7.88
1014,5118,2023,6,2023-06,16331.48,20,17.94
1015,5118,2023,7,2023-07,14350.09,0,15.08
1016,5118,2023,8,2023-08,14079.5,35,20.24
1017,5118,2023,9,2023-09,12746.72,33,25.59
1018,5118,2023,10,2023-10,15201.68,21,32.27
1019,5118,2023,11,2023-11,13320.26,16,14.03
1020,5118,2023,12,2023-12,15842.02,28,34.99
1021,5118,2024,1,2024-01,535.96,30,28.69
1022,5118,2024,2,2024-02,1124.83,8,11.6
1023,5118,2024,3,2024-03,5158.9,34,34.9
1024,5118,2024,4,2024-04,7759.08,43,14.94
1025,5118,2024,5,2024-05,11874.07,37,17.42
1026,5118,2024,6,2024-06,12484.15,6,29.67
1027,5089,2023,1,2023-01,3656.3,11,23.16
1028,5089,2023,2,2023-02,8331.88,8,29.78
1029,5089,2023,3,2023-03,5403.06,38,13.8
1030,5089,2023,4,2023-04,5318.31,10,30.35
1031,5089,2023,5,2023-05,5227.19,30,24.64
1032,5089,2023,6,2023-06,7199.98,17,12.94
1033,5089,2023,7,2023-07,12075.9,10,12.5
1034,5089,2023,8,2023-08,14975.56,26,0.33
1035,5089,2023,9,2023-09,16305.48,42,3.46
1036,5089,2023,10,2023-10,20346.43,20,4.85
1037,5089,2023,11,2023-11,23136.85,6,8.32
1038,5089,2023,12,2023-12,26177.48,20,8.45
1039,5089,2024,1,2024-01,9782.35,39,26.87
1040,5089,2024,2,2024-02,7969.49,22,27.77
1041,5089,2024,3,2024-03,6966.75,24,18.68
1042,5089,2024,4,2024-04,8344.48,27,23.97
1043,5089,2024,5,2024-05,11816.08,12,6.74
1044,5089,2024,6,2024-06,9767.74,23,27.7
1045,5276,2023,1,2023-01,29347.77,44,4.97
1046,5276,2023,2,2023-02,31832.35,40,30.33
1047,5276,2023,3,2023-03,32657.35,33,27.88
1048,5276,2023,4,2023-04,34461.82,41,9.66
1049,5276,2023,5,2023-05,34915.35,20,3.41
1050,5276,2023,6,2023-06,32147.26,32,32.06
1051,5276,2023,7,2023-07,35123.47,40,28.65
1052,5276,2023,8,2023-08,40064.27,44,8.87
1053,5276,2023,9,2023-09,41527.33,3,25.89
1054,5276,2023,10,2023-10,42847.08,3,25.72
1055,5276,2023,11,2023-11,42443.19,23,3.07
1056,5276,2023,12,2023-12,43728.78,8,2.42
1057,5276,2024,1,2024-01,48653.3,31,13.59
1058,5276,2024,2,2024-02,49611.58,44,32.11
1059,5276,2024,3,2024-03,46864.28,36,32.04
1060,5276,2024,4,2024-04,47445.83,11,10.69
1061,5276,2024,5,2024-05,45998.1,7,31.94
1062,5276,2024,6,2024-06,43012.86,27,29.81
1063,5174,2023,1,2023-01,43490.24,11,12.65
1064,5174,2023,2,2023-02,46998.23,24,30.26
1065,5174,2023,3,2023-03,49742.71,24,27.67
1066,5174,2023,4,2023-04,54195.88,9,23.54
1067,5174,2023,5,2023-05,51647.4,13,25.85
1068,5174,2023,6,2023-06,53691.08,18,25.41
1069,5174,2023,7,2023-07,58408.82,4,3.76
