rate_date,base_currency,EUR,GBP,JPY,CAD,MXN,AUD,BRL,CHF
2024-01-31,USD,0.9029,0.7978,151.6593,1.3581,17.1012,1.5189,5.0417,0.9106
2024-02-01,USD,0.9275,0.7984,150.8919,1.3427,17.4532,1.5553,5.0576,0.8825
2024-02-02,USD,0.9189,0.7986,146.9145,1.3729,17.2771,1.5545,4.8893,0.8859
2024-02-05,USD,0.9058,0.7911,150.6587,1.3852,17.4002,1.5365,5.0132,0.8842
2024-02-06,USD,0.9254,0.79,149.4522,1.348,17.1085,1.5367,5.0477,0.8958
2024-02-07,USD,0.9277,0.7915,152.3496,1.3734,17.4346,1.5351,5.0466,0.9062
2024-02-08,USD,0.9218,0.7908,147.5911,1.3742,17.0745,1.5197,5.028,0.9149
2024-02-09,USD,0.9246,0.7878,147.9258,1.3352,17.5078,1.5503,4.9119,0.9034
2024-02-12,USD,0.9232,0.7844,152.0213,1.3787,16.9057,1.5526,5.0134,0.8884
2024-02-13,USD,0.9374,0.8002,149.4661,1.3677,17.4611,1.5184,4.899,0.9077
2024-02-14,USD,0.9069,0.7824,147.0521,1.3362,17.0439,1.5074,5.0017,0.8853
2024-02-15,USD,0.9254,0.777,150.9782,1.3516,17.0085,1.5349,4.9746,0.8835
2024-02-16,USD,0.9301,0.7852,150.2541,1.3851,17.2988,1.517,4.9112,0.8882
2024-02-19,USD,0.9332,0.7995,147.6348,1.369,17.1997,1.5183,5.0479,0.8874
2024-02-20,USD,0.9239,0.777,150.6817,1.3497,17.3812,1.5337,4.8811,0.9023
2024-02-21,USD,0.9116,0.7871,147.7156,1.3579,16.9092,1.54,4.9565,0.9095
2024-02-22,USD,0.9383,0.7967,150.9245,1.3657,17.3616,1.5093,4.9245,0.8976
2024-02-23,USD,0.9208,0.7858,148.7668,1.3568,17.1434,1.5365,4.9608,0.8935
2024-02-26,USD,0.9263,0.8,147.9597,1.3345,16.9304,1.5408,4.8844,0.8902
2024-02-27,USD,0.903,0.7755,150.9521,1.3628,17.2601,1.5361,4.8929,0.9128
2024-02-28,USD,0.9109,0.7823,147.8274,1.374,17.2966,1.5581,4.9205,0.9059
2024-02-29,USD,0.9041,0.7849,148.8251,1.3433,17.1046,1.5183,4.947,0.8891
2024-03-01,USD,0.9022,0.7804,149.5518,1.3511,17.0718,1.525,5.0364,0.9132
2024-03-04,USD,0.9043,0.7771,147.5403,1.3658,17.3019,1.543,4.8716,0.9089
2024-03-05,USD,0.9042,0.7893,152.2458,1.3494,16.9332,1.5581,5.0431,0.9123
2024-03-06,USD,0.9146,0.779,149.8377,1.3695,16.9922,1.5333,4.959,0.8946
2024-03-07,USD,0.9243,0.8056,148.6268,1.3426,17.1782,1.5264,5.0636,0.906
2024-03-08,USD,0.922,0.8052,147.5147,1.3675,17.4538,1.5449,4.9606,0.8893
2024-03-11,USD,0.9276,0.7789,148.4,1.3563,17.2182,1.527,5.0422,0.8842
2024-03-12,USD,0.9132,0.7996,151.1525,1.3522,17.5182,1.5033,4.8844,0.9161
2024-03-13,USD,0.9215,0.797,149.1393,1.3447,17.4074,1.5542,4.938,0.8887
2024-03-14,USD,0.9129,0.7774,147.314,1.3663,17.2152,1.536,4.9744,0.8899
2024-03-15,USD,0.9324,0.7785,148.0411,1.3606,16.9913,1.5173,5.0174,0.8871
2024-03-18,USD,0.9267,0.8029,147.2319,1.3861,17.5113,1.514,4.9018,0.8942
2024-03-19,USD,0.9262,0.8037,151.3029,1.3583,16.9608,1.5487,4.9272,0.9017
2024-03-20,USD,0.9382,0.7827,148.0513,1.3361,17.0894,1.5115,5.0358,0.9133
2024-03-21,USD,0.9249,0.7912,146.8442,1.3512,17.4039,1.5317,4.8796,0.8989
2024-03-22,USD,0.9082,0.7846,147.4275,1.364,17.4397,1.5181,4.9163,0.9162
2024-03-25,USD,0.9274,0.7906,147.4773,1.3436,17.431,1.5479,4.8985,0.8852
2024-03-26,USD,0.9092,0.7952,149.6076,1.38,17.3895,1.5126,4.9008,0.8838
2024-03-27,USD,0.9202,0.7967,152.3926,1.3738,17.1141,1.5236,4.9276,0.9178
2024-03-28,USD,0.9036,0.7905,149.2473,1.3568,17.304,1.5574,4.915,0.9106
2024-03-29,USD,0.922,0.7838,150.3041,1.3361,16.8934,1.5497,4.9039,0.8914
2024-04-01,USD,0.9244,0.7745,151.5894,1.3357,17.3713,1.5134,5.0027,0.9106
2024-04-02,USD,0.9243,0.8055,150.8123,1.3529,17.1093,1.5228,4.9154,0.8945
2024-04-03,USD,0.9282,0.799,150.3491,1.3456,17.5084,1.5575,4.9811,0.9013
2024-04-04,USD,0.9182,0.7783,152.3259,1.333,16.9965,1.5109,4.9455,0.9101
2024-04-05,USD,0.9172,0.7851,149.8848,1.365,16.8749,1.5228,4.9977,0.8825
2024-04-08,USD,0.9097,0.7774,149.2454,1.3508,17.4611,1.5055,4.9343,0.8939
2024-04-09,USD,0.9335,0.7879,152.2557,1.3425,17.5092,1.5244,4.8968,0.8877
2024-04-10,USD,0.9308,0.8043,149.6662,1.3555,17.3615,1.5285,4.909,0.8902
2024-04-11,USD,0.9047,0.7776,150.0961,1.3709,17.3408,1.5458,5.0613,0.9142
2024-04-12,USD,0.9383,0.7799,151.5798,1.3869,17.4041,1.5038,4.9116,0.9007
2024-04-15,USD,0.936,0.7906,149.5837,1.3614,17.4259,1.53,4.9641,0.8847
2024-04-16,USD,0.9027,0.7926,146.7778,1.3647,17.5105,1.5394,5.0209,0.8824
2024-04-17,USD,0.9357,0.794,152.4523,1.3526,17.1872,1.5047,4.9906,0.8975
2024-04-18,USD,0.9339,0.7917,149.8755,1.3706,17.4764,1.5603,4.8844,0.9016
2024-04-19,USD,0.9071,0.775,147.0591,1.3819,17.018,1.5573,4.9565,0.9106
2024-04-22,USD,0.9365,0.7755,149.7529,1.3836,17.014,1.5294,4.989,0.9099
2024-04-23,USD,0.9182,0.7958,150.3351,1.3664,17.3678,1.5037,4.9395,0.9007
2024-04-24,USD,0.9243,0.7802,148.4499,1.3483,17.2117,1.5308,4.9742,0.9015
2024-04-25,USD,0.9189,0.7814,147.617,1.3587,17.4595,1.5135,4.9774,0.8988
2024-04-26,USD,0.9336,0.8045,147.6447,1.3739,17.3778,1.5084,4.9135,0.9173
2024-04-29,USD,0.9242,0.8035,147.1616,1.3639,17.1459,1.5472,5.0415,0.9001
2024-04-30,USD,0.9279,0.7801,147.1845,1.3797,17.0199,1.5217,4.9558,0.9
2024-05-01,USD,0.9182,0.7797,148.7654,1.3658,17.1763,1.5097,4.9823,0.8875
2024-05-02,USD,0.9299,0.7904,148.8846,1.3701,17.301,1.5406,4.9861,0.8827
2024-05-03,USD,0.9043,0.7976,151.8781,1.3451,17.2168,1.5003,4.9063,0.9165
2024-05-06,USD,0.9223,0.8025,150.2902,1.3486,17.371,1.5116,4.9043,0.8981
2024-05-07,USD,0.9322,0.7993,148.5483,1.3641,17.3391,1.548,5.0195,0.8837
2024-05-08,USD,0.909,0.7995,147.4612,1.3367,16.9602,1.5121,4.9914,0.9063
2024-05-09,USD,0.9328,0.7755,150.6875,1.376,17.2218,1.5493,5.0651,0.909
2024-05-10,USD,0.905,0.7864,149.9253,1.3527,17.4184,1.5592,4.917,0.9037
2024-05-13,USD,0.9321,0.7786,146.765,1.3862,16.9863,1.5465,5.0006,0.8894
2024-05-14,USD,0.9364,0.7789,149.7558,1.3641,17.3385,1.5052,5.0021,0.8879
2024-05-15,USD,0.9123,0.7782,152.0551,1.3853,17.0894,1.5429,4.9273,0.9018
2024-05-16,USD,0.9167,0.7953,151.2591,1.3745,17.3749,1.5215,4.9885,0.9077
2024-05-17,USD,0.9095,0.7804,151.6006,1.348,17.0247,1.5384,4.9656,0.8908
2024-05-20,USD,0.9188,0.7894,149.0155,1.3674,16.9625,1.5118,4.9013,0.903
2024-05-21,USD,0.9236,0.7862,148.1714,1.3459,16.8975,1.5253,5.0286,0.8875
2024-05-22,USD,0.937,0.7886,146.5642,1.3743,17.182,1.5252,4.9402,0.9161
2024-05-23,USD,0.9221,0.7805,151.1257,1.3837,17.0283,1.506,5.0309,0.8931
2024-05-24,USD,0.9032,0.8006,149.1493,1.3416,17.1393,1.5327,5.0562,0.9067
2024-05-27,USD,0.9057,0.7874,147.3773,1.3684,17.3673,1.5291,5.0684,0.9177
2024-05-28,USD,0.9132,0.7765,149.2627,1.3769,17.1937,1.5593,5.0591,0.8868
2024-05-29,USD,0.9059,0.7963,147.0405,1.3513,17.2022,1.529,4.959,0.8844
2024-05-30,USD,0.9161,0.802,149.3623,1.369,17.4469,1.5272,5.0368,0.9138
2024-05-31,USD,0.9157,0.7952,151.183,1.3662,16.8854,1.545,5.041,0.9042
2024-06-03,USD,0.9282,0.7853,148.5258,1.3483,17.0263,1.5561,4.9801,0.8874
2024-06-04,USD,0.9176,0.7834,148.4987,1.3759,17.5052,1.5484,4.982,0.9165
2024-06-05,USD,0.9076,0.8039,148.3437,1.3383,17.0541,1.5218,4.9248,0.9128
2024-06-06,USD,0.9333,0.7997,149.4197,1.3515,17.3923,1.5219,4.9137,0.9026
2024-06-07,USD,0.935,0.779,152.3107,1.3567,17.2635,1.5215,4.9543,0.8958
2024-06-10,USD,0.9067,0.7934,152.3162,1.3567,17.0036,1.4996,4.9357,0.8919
2024-06-11,USD,0.9372,0.7812,148.9714,1.3739,17.52,1.5351,4.9655,0.9175
2024-06-12,USD,0.9306,0.7895,146.5837,1.3631,17.4695,1.5449,5.0557,0.9174
2024-06-13,USD,0.9174,0.7915,147.7249,1.374,17.3178,1.5436,4.9244,0.9029
2024-06-14,USD,0.9174,0.7895,150.951,1.3566,17.4401,1.545,5.0366,0.9141
2024-06-17,USD,0.9382,0.7838,146.6861,1.374,17.3494,1.52,5.0671,0.9067
2024-06-18,USD,0.9312,0.7987,149.0264,1.3717,17.3959,1.5281,4.968,0.9022
2024-06-19,USD,0.9218,0.7924,147.7369,1.378,17.1556,1.5273,4.9537,0.8985
2024-06-20,USD,0.908,0.7941,146.6517,1.3452,17.445,1.5063,4.9175,0.8836
2024-06-21,USD,0.9034,0.8043,151.2719,1.3798,17.0736,1.5042,5.0217,0.8869
2024-06-24,USD,0.9354,0.801,148.3536,1.3864,16.8745,1.5013,4.9636,0.9136
2024-06-25,USD,0.9128,0.7793,147.4089,1.3493,16.8927,1.5239,4.9872,0.916
2024-06-26,USD,0.9258,0.7748,150.3712,1.3362,16.9541,1.5117,4.8822,0.8963
2024-06-27,USD,0.9225,0.7797,149.5157,1.3542,17.2546,1.5196,4.9375,0.8958
2024-06-28,USD,0.932,0.7788,146.5183,1.3793,17.2223,1.5565,4.9595,0.8954
