account_id,customer_id,account_type,account_status,open_date,balance,currency,branch_id,interest_rate
5358,1038,Line of Credit,0,04/05/2016,24025.35,dollars,16,5.81
5359,1058,CHECKING,1,12/14/2015,"$30,049.83",US Dollar,2,3.34%
5360,1110,cert_deposit,Open,15-Sep-2022,50766.78,dollars,10,2.05
5361,1027,SAVINGS,CLOSED,11/09/2015,"$56,078.06",$,1,6.68
5362,1082,checking account,Closed,24-Jun-2021,"$37,692.46",dollars,14,0.067
5363,1024,LOC,active,"Oct 03, 2019",15050.08,dollars,16,3.47%
5364,1036,savings,Closed,12/21/2020,3529540,dollars,18,4.77%
5365,1022,CREDIT,closed,01/21/2019,48908.44,usd,1,0.0592
5366,1093,CertDeposit,CLOSED,18-Jan-2019,8137614,USD,5,1.42%
5367,1037,CertDeposit,Closed,"Apr 25, 2016",20233.53,usd,5,0.0139
5368,1179,CREDIT,Open,05/07/2020,4124.13,USD,20,0.0564
5369,1038,Line of Credit,active,"Sep 05, 2016","$6,253.93",USD,6,1.09%
5370,1192,cert_deposit,Inactive,24-Dec-2019,80619.47,dollars,1,3.88%
5371,1040,Checking,0,"Jun 12, 2019",2246.18,usd,14,0.0452
5372,1147,cert_deposit,1,"Jan 12, 2016","$60,149.67",dollars,17,7.52%
5373,1191,Savings,Closed,2021-04-09,5242824,usd,20,3.75
5374,1123,LOC,0,04/02/2022,54381.67,dollars,14,2.15%
5375,1028,CHECKING,ACTIVE,2016-10-28,30510.99,$,18,1.20%
5376,1055,CHK,inactive,13-May-2015,77278.24,usd,8,4.86
5377,1146,Checking,C,2016-01-17,83845.23,dollars,10,1.32%
5378,1193,savings account,Closed,2018-12-28,42268.48,$,5,6.26
5379,1105,cert_deposit,ACTIVE,2020-05-07,42436.14,usd,19,1.17%
5380,1042,checking account,0,06/02/2017,39095.58,USD,5,0.0767
5381,1115,checking account,Open,06/13/2015,"$24,366.96",US Dollar,13,6.99%
5382,1157,checking,active,2016-08-07,4797002,dollars,10,0.0168
5383,1025,CD,Open,19-Jun-2021,14010.86,$,12,2.13%
5384,1019,SAV,Inactive,2019-12-16,6550091,$,5,7.90%
5385,1011,Line of Credit,INACTIVE,12-Jun-2016,24006.44,dollars,15,7.0
5386,1096,checking,0,2015-06-24,"$34,828.11",dollars,20,2.84
5387,1180,CertDeposit,Active,2021-05-24,"$12,715.07",USD,13,0.0303
5388,1100,CD,0,2020-03-19,"$7,494.52",dollars,4,4.28
5389,1188,CHECKING,Closed,"Jul 23, 2018","$65,182.52",usd,11,0.0381
5390,1180,Certificate of Deposit,ACTIVE,19-Aug-2016,23301.07,USD,7,4.82%
5391,1154,line_of_credit,Active,05/24/2017,79567.3,$,2,6.53%
5392,1195,CREDIT,1,2018-01-26,21052.10,usd,13,0.0159
5393,1183,CD,INACTIVE,2017-01-23,3538622,usd,2,5.69%
5394,1088,savings account,active,"Sep 22, 2022",16480.75,dollars,6,4.37
5395,1178,line_of_credit,INACTIVE,06/28/2022,349.14,US Dollar,19,2.39
5396,1171,LOC,Active,"Jul 20, 2018",12368.29,dollars,4,7.54%
5397,1134,CHK,CLOSED,2021-06-27,"$80,154.18",usd,4,5.44
5398,1191,Savings,Closed,11/26/2018,59046.14,usd,7,0.0521
5399,1095,Line of Credit,Active,"Nov 04, 2022",2531625,$,16,0.0451
5400,1106,Line of Credit,Open,"Apr 09, 2016",7030989,dollars,6,4.66%
