transaction_id,account_id,transaction_date,amount,transaction_type,category,description,merchant,currency,status
1081,5015,04/08/2023,1082.67,DEBIT,food,Apple,Apple,USD,COMPLETED
1082,5265,01/23/2024,-1504.92,DEBIT,Xfer,Xfer,Shell,USD,C
1083,5096,27-May-2024,7339.12,CR,Medical,unknown,Target,USD,pending
1084,5099,"Oct 02, 2023",518.78,CREDIT,CASH,CASH,CVS Pharmacy,USD,C
1085,5339,"Jan 05, 2024",-4483.56,DR,cash,,Target,USD,Pending
1086,5171,2023-03-09,-7258.53,Debit,salary,N/A,Netflix,USD,pending
1087,5154,18-Apr-2023,7436.4,Credit,salary,salary,Google,USD,C
1088,5227,"Oct 05, 2023",6837.23,CREDIT,medical,medical,Google,USD,F
1089,5325,"Dec 14, 2023",-2752.25,DR,utilities,Utilities,Shell,USD,COMPLETED
1090,5329,13-Apr-2024,7077.25,Credit,healthcare,null,Apple,USD,P
1091,5169,05/27/2024,-6353.51,DR,healthcare,Healthcare,CVS Pharmacy,USD,pending
1092,5050,2023-12-29,8990.29,Credit,utility,unknown,Whole Foods,MXN,F
1093,5107,"Apr 30, 2024",-560.78,debit,Cash,ATM Withdrawal,United Airlines,USD,P
1094,5072,"Jan 31, 2024",-1120.22,DEBIT,Direct Deposit,N/A,Starbucks,USD,COMPLETED
1095,5166,10/12/2023,-5492.87,Debit,CASH,CASH,United Airlines,USD,Failed
1096,5056,2024-04-16,8842.17,DEBIT,CASH,ATM Withdrawal,Starbucks,USD,COMPLETED
1097,5329,02/28/2024,-2775.96,DR,Health,Health,Netflix,USD,Pending
1098,5113,2023-04-24,9081.4,debit,food,Food & Dining,Starbucks,GBP,Complete
1099,5116,2023-08-26,-2047.5,DR,direct deposit,Starbucks,Starbucks,USD,Completed
1100,5289,29-Sep-2023,9072.67,CR,Transfer,Transfer,N/A,USD,completed
1101,5206,"Jan 11, 2023",-7330.99,Debit,payroll,,Netflix,GBP,declined
1102,5061,18-Feb-2024,8323.75,Credit,food,Whole Foods,Whole Foods,USD,C
1103,5284,2023-09-25,1991.32,DR,ATM,unknown,Apple,USD,Declined
1104,5303,04/13/2023,3631.11,credit,bills,bills,Walmart,MXN,F
1105,5362,2023-04-11,9465.41,CR,Payroll,Netflix,Netflix,USD,completed
1106,5062,16-May-2023,3013.26,credit,Airline,N/A,CVS Pharmacy,USD,pending
1107,5151,14-Mar-2024,682.53,credit,bills,Utilities,CVS Pharmacy,USD,failed
1108,5195,05/06/2023,2371.03,CREDIT,PAYROLL,Payroll,Walmart,USD,declined
1109,5172,12-Aug-2023,-3904.75,Debit,Shopping,Shopping,Shell,USD,Pending
1110,5090,23-May-2024,-20.16,DEBIT,payroll,CVS Pharmacy,CVS Pharmacy,USD,pending
1111,5200,17-Oct-2023,-291.91,DR,Utilities,Utilities,Shell,GBP,Declined
1112,5095,"Apr 04, 2024",1483.44,CREDIT,WIRE,Transfer,Starbucks,USD,PENDING
1113,5012,"Feb 13, 2023",8160.84,DEBIT,xfer,N/A,N/A,USD,Declined
1114,5093,2023-09-24,-7391.5,debit,dining,Spotify,Spotify,USD,F
1115,5389,04/13/2023,5095.3,Debit,TRAVEL,TRAVEL,Apple,MXN,Complete
1116,5074,01-Jun-2023,-5283.07,DEBIT,atm,ATM Withdrawal,Shell,USD,Completed
1117,5140,2023-04-05,4298.07,Credit,Restaurants,Restaurants,Walmart,USD,Pending
1118,5342,01/31/2023,3028.18,CR,shopping,Shopping,Apple,USD,F
1119,5224,10/24/2023,-9086.82,debit,wire transfer,Transfer,Amazon,USD,Declined
1120,5038,25-Jan-2023,5909.94,CREDIT,payroll,payroll,Spotify,USD,F
1121,5391,06/06/2024,2735.87,CR,xfer,Transfer,Apple,USD,COMPLETED
1122,5044,"Jun 06, 2024",3663.11,CR,Utilities,Utilities,Whole Foods,USD,failed
1123,5075,"Apr 10, 2023",6276.55,CR,UTILITIES,Utilities,Whole Foods,USD,Pending
1124,5170,11/27/2023,-7450.57,DEBIT,Retail,Shopping,Starbucks,USD,Declined
1125,5215,16-Mar-2024,3413.86,DR,Restaurants,,United Airlines,USD,PENDING
1126,5124,"Aug 28, 2023",3527.55,credit,Airline,Travel,CVS Pharmacy,USD,declined
1127,5115,"Mar 04, 2024",-5584.0,Debit,xfer,,Whole Foods,USD,Failed
1128,5315,14-Jun-2023,2559.59,CR,Medical,Medical,Amazon,USD,Complete
1129,5381,2023-05-25,2020.41,debit,PAYROLL,Starbucks,Starbucks,USD,Pending
1130,5127,"Feb 12, 2024",-5078.95,DEBIT,wire transfer,Transfer,CVS Pharmacy,USD,COMPLETED
1131,5143,18-Jun-2023,584.56,Credit,Retail,Spotify,Spotify,USD,Pending
1132,5093,2023-08-16,-6080.7,Debit,wire transfer,wire transfer,N/A,USD,Failed
1133,5223,02/06/2024,5864.13,credit,CASH,CASH,Target,EUR,Completed
1134,5155,03/31/2023,5145.41,credit,medical,null,Spotify,USD,pending
1135,5310,08/03/2023,3764.65,CREDIT,Travel,Travel,Walmart,USD,P
1136,5024,06-Nov-2023,1757.81,debit,Shopping,Shopping,Whole Foods,USD,PENDING
1137,5310,05/13/2024,-20.58,Debit,Transfer,Transfer,United Airlines,USD,Declined
1138,5175,"Jan 21, 2024",608.84,CREDIT,salary,salary,null,USD,Complete
1139,5001,"Oct 20, 2023",7636.31,Credit,Purchase,,Apple,USD,declined
1140,5274,2023-03-19,-3580.65,DEBIT,DD,unknown,unknown,USD,F
1141,5181,07/20/2023,-6366.09,DR,TRANSFER,unknown,Shell,USD,failed
1142,5389,"Mar 04, 2024",252.75,credit,transfer,Transfer,Amazon,USD,F
1143,5370,"Mar 03, 2023",-2336.87,DR,atm,unknown,unknown,USD,Complete
1144,5172,"Sep 09, 2023",1885.82,CREDIT,atm,Target,Target,USD,failed
1145,5263,2024-01-12,-8660.43,Debit,healthcare,healthcare,N/A,GBP,PENDING
1146,5173,"Sep 09, 2023",2312.01,Credit,ATM Cash,N/A,Shell,USD,Failed
1147,5107,2023-05-10,982.07,Credit,Airline,Spotify,Spotify,USD,declined
1148,5108,"Jun 20, 2024",-896.26,debit,ATM,United Airlines,United Airlines,USD,COMPLETED
1149,5221,31-Mar-2024,8431.24,CR,UTILITIES,UTILITIES,Shell,EUR,F
1150,5128,15-May-2024,-3727.0,DR,Purchase,unknown,CVS Pharmacy,USD,COMPLETED
1151,5085,"Oct 13, 2023",-7889.55,Debit,DD,Spotify,Spotify,MXN,pending
1152,5274,12/08/2023,-7775.2,Debit,transfer,Target,Target,MXN,FAILED
1153,5012,27-Mar-2024,6506.06,Debit,UTIL,Utilities,Apple,USD,COMPLETED
1154,5076,"Jul 20, 2023",4384.49,debit,salary,salary,Google,USD,Pending
1155,5060,06/16/2024,4360.62,Debit,Payroll,Payroll,Target,USD,PENDING
1156,5331,06/09/2023,-3008.92,DR,Restaurants,unknown,unknown,USD,failed
1157,5113,24-May-2023,42.27,Debit,healthcare,Google,Google,EUR,COMPLETED
1158,5199,09/17/2023,9432.09,CR,utilities,unknown,unknown,USD,PENDING
1159,5371,03/29/2023,-83.9,DEBIT,Bills,Utilities,Spotify,USD,P
1160,5190,05-Mar-2024,-1081.27,DEBIT,Payroll,Payroll,Whole Foods,USD,Declined
1161,5335,2023-01-01,8539.86,credit,TRANSFER,Transfer,Netflix,USD,Complete
1162,5269,05-Jun-2024,2425.91,debit,Restaurants,Food & Dining,United Airlines,GBP,failed
1163,5110,05-Dec-2023,6026.27,Credit,bills,Utilities,Shell,CAD,Complete
1164,5022,13-Jan-2023,-4905.52,DEBIT,Wire,Transfer,CVS Pharmacy,USD,completed
1165,5312,"Feb 08, 2023",-7508.15,DR,Cash,ATM Withdrawal,Walmart,USD,completed
1166,5188,"Jun 12, 2024",9319.07,DR,medical,United Airlines,United Airlines,USD,Failed
1167,5377,17-Jun-2024,1893.26,CR,utility,utility,Amazon,USD,Pending
1168,5098,19-Sep-2023,-5122.09,DR,Purchase,Purchase,Whole Foods,USD,Complete
1169,5297,2024-06-05,1513.45,Debit,ATM Withdrawal,Amazon,Amazon,USD,P
1170,5138,11-Mar-2024,-4606.85,debit,MEDICAL,MEDICAL,N/A,USD,COMPLETED
1171,5237,03-Jul-2023,4085.55,Credit,Hotel,Travel,Apple,USD,COMPLETED
1172,5164,"May 09, 2023",-4052.03,debit,SHOPPING,SHOPPING,Amazon,USD,declined
1173,5370,2023-01-09,-5278.36,Debit,airline,Travel,Google,USD,declined
1174,5390,2024-05-28,3031.56,CR,PAYROLL,Payroll,Spotify,USD,PENDING
1175,5043,05/30/2023,7859.34,DEBIT,Transfer,Transfer,CVS Pharmacy,USD,Pending
1176,5379,"May 10, 2024",-893.29,DR,HOTEL,Shell,Shell,USD,F
1177,5205,2024-02-17,-2812.66,DR,Hotel,Travel,Starbucks,USD,Failed
1178,5366,01/11/2024,-8893.67,Debit,atm,unknown,Shell,USD,Failed
1179,5103,06-Jul-2023,839.22,Credit,ATM Cash,,Shell,GBP,failed
1180,5125,2024-03-07,3179.13,credit,food,Food & Dining,Shell,USD,Completed
1181,5036,11-Feb-2024,-85.67,Debit,Cash,N/A,CVS Pharmacy,USD,Declined
1182,5285,07/28/2023,2746.42,Credit,UTIL,Utilities,Walmart,USD,C
1183,5293,02/17/2024,-7773.1,DR,travel,travel,Apple,USD,Completed
1184,5107,04-Apr-2023,7764.41,CREDIT,TRAVEL,N/A,Target,USD,P
1185,5171,"Sep 28, 2023",-4732.07,debit,CASH,ATM Withdrawal,N/A,USD,completed
1186,5156,"Jan 22, 2024",818.07,DEBIT,food & drink,food & drink,Walmart,GBP,FAILED
1187,5030,2023-07-22,8536.81,Credit,UTIL,Utilities,Whole Foods,USD,declined
1188,5030,2023-02-28,5000.55,Credit,Food & Dining,Food & Dining,Netflix,USD,F
1189,5159,2024-06-28,5004.38,Credit,DINING,Starbucks,Starbucks,USD,P
1190,5308,07/04/2023,469.96,Credit,restaurants,unknown,Walmart,USD,pending
1191,5088,30-Jun-2024,1334.0,credit,food,null,Spotify,MXN,declined
1192,5358,2023-09-20,8282.37,Credit,Travel,Walmart,Walmart,USD,failed
1193,5281,08/06/2023,8189.31,Credit,Utilities,Utilities,Starbucks,USD,P
1194,5300,2023-05-08,6339.36,CR,PAYROLL,Payroll,Shell,USD,pending
1195,5249,"Mar 13, 2024",-4836.82,Debit,travel,Whole Foods,Whole Foods,USD,Completed
1196,5045,2024-02-11,8781.1,Debit,Cash,Cash,Netflix,USD,PENDING
1197,5330,02/11/2024,-9400.36,Debit,Wire,Spotify,Spotify,USD,Failed
1198,5275,"Apr 19, 2023",3243.94,CR,ATM Withdrawal,N/A,Spotify,USD,C
1199,5013,2023-07-12,5056.38,credit,Purchase,null,CVS Pharmacy,USD,Pending
1200,5248,"Jul 12, 2023",5607.61,CREDIT,transfer,Transfer,Walmart,USD,failed
1201,5059,11/12/2023,533.73,debit,Healthcare,N/A,Spotify,USD,P
1202,5252,12/24/2023,-5951.74,Debit,Travel,Google,Google,USD,failed
1203,5007,07-Mar-2023,-5943.23,Debit,health,health,Apple,USD,COMPLETED
1204,5083,"Aug 21, 2023",-5745.31,debit,Bills,Bills,,USD,Completed
1205,5070,25-Sep-2023,-6186.83,DEBIT,Cash,ATM Withdrawal,CVS Pharmacy,USD,FAILED
1206,5168,21-May-2024,2898.91,CREDIT,xfer,Transfer,CVS Pharmacy,USD,FAILED
1207,5195,2024-05-19,6136.8,CREDIT,UTIL,Google,Google,USD,pending
1208,5336,15-Mar-2024,-8811.12,DEBIT,Medical,null,Whole Foods,USD,failed
1209,5082,"Mar 02, 2024",-4125.24,DEBIT,airline,N/A,Apple,USD,Pending
1210,5269,27-Apr-2024,-2315.94,DR,Restaurants,Apple,Apple,USD,Complete
1211,5374,2024-03-16,-5088.4,DEBIT,purchase,purchase,Google,USD,P
1212,5138,02/15/2024,6962.02,Credit,TRAVEL,Travel,Spotify,MXN,FAILED
1213,5240,2024-04-02,4655.72,CREDIT,utility,utility,Shell,CAD,P
1214,5015,03/06/2023,3183.95,credit,healthcare,Healthcare,null,USD,C
1215,5176,24-Jan-2023,895.93,Credit,cash,cash,CVS Pharmacy,USD,Declined
1216,5115,18-May-2024,748.28,credit,shopping,Shopping,Apple,USD,C
1217,5086,15-Feb-2024,-8406.85,Debit,shopping,Shopping,Apple,USD,FAILED
1218,5027,20-Jun-2024,2123.5,CREDIT,Retail,null,Walmart,USD,Completed
1219,5310,03/24/2023,-891.69,DEBIT,UTIL,null,Apple,USD,FAILED
1220,5017,2024-03-03,-1772.34,DR,Cash,Cash,United Airlines,USD,Declined
1221,5045,"Nov 22, 2023",-9151.6,Debit,hotel,Travel,Target,USD,P
1222,5132,06/22/2024,-3727.03,debit,WIRE,Transfer,United Airlines,CAD,F
1223,5121,12/11/2023,-7075.21,DEBIT,Wire,Wire,Spotify,USD,declined
1224,5347,2024-03-04,6428.96,Credit,airline,Netflix,Netflix,EUR,P
1225,5177,04/03/2023,544.19,Credit,PAYROLL,PAYROLL,Amazon,USD,F
1226,5370,2023-09-01,2426.59,CREDIT,Xfer,Transfer,Target,USD,FAILED
1227,5170,"Oct 27, 2023",5973.12,credit,Restaurants,Whole Foods,Whole Foods,USD,Complete
1228,5044,02/09/2023,9322.58,credit,CASH,ATM Withdrawal,United Airlines,USD,failed
1229,5240,2023-05-10,9119.51,CR,health,N/A,Netflix,USD,COMPLETED
1230,5351,27-Mar-2023,2172.36,Debit,dining,N/A,Walmart,USD,Complete
1231,5348,"Apr 16, 2024",4598.96,CREDIT,health,N/A,Apple,USD,Completed
1232,5227,27-Oct-2023,5651.55,credit,purchase,Amazon,Amazon,USD,Pending
1233,5027,01/11/2023,1244.72,Credit,ATM,Amazon,Amazon,USD,failed
1234,5178,02/26/2023,3004.66,DR,cash,Spotify,Spotify,USD,pending
1235,5351,2024-04-15,5942.0,Debit,SHOPPING,Shopping,Walmart,USD,declined
1236,5125,"May 16, 2023",681.8,CREDIT,TRAVEL,Travel,Starbucks,USD,completed
1237,5280,11/14/2023,-28.76,Debit,atm,ATM Withdrawal,Netflix,USD,declined
1238,5386,"Feb 01, 2024",2112.28,Credit,Wire,Wire,Google,USD,FAILED
1239,5195,13-Jan-2023,6156.5,Debit,Airline,Travel,Walmart,USD,F
1240,5026,30-Apr-2024,1085.21,CREDIT,dining,Food & Dining,Apple,USD,COMPLETED
1241,5111,14-Apr-2024,769.73,credit,food & drink,Starbucks,Starbucks,CAD,declined
1242,5187,2024-03-06,-5860.32,DR,TRAVEL,TRAVEL,CVS Pharmacy,USD,PENDING
1243,5229,"Apr 30, 2023",1343.84,CREDIT,health,unknown,Google,USD,declined
1244,5398,"Mar 27, 2024",3537.05,CR,Utilities,Netflix,Netflix,USD,Declined
1245,5024,"Jun 19, 2023",-6530.52,DEBIT,atm,atm,United Airlines,USD,PENDING
1246,5218,29-Jul-2023,2820.84,credit,Utilities,Utilities,Walmart,USD,failed
1247,5344,15-Apr-2023,-2808.16,DR,shopping,unknown,United Airlines,USD,Completed
1248,5129,02/02/2024,5117.62,CR,Retail,Shopping,Netflix,USD,Completed
1249,5143,08/14/2023,3815.46,credit,airline,Travel,Target,USD,failed
1250,5330,06/21/2023,3641.98,DEBIT,Travel,Travel,null,USD,completed
1251,5279,2024-04-07,4879.33,credit,atm,N/A,N/A,USD,FAILED
1252,5299,"Feb 15, 2024",-3179.99,DEBIT,dining,Food & Dining,Spotify,USD,Pending
1253,5083,2023-05-19,-1181.14,DR,WIRE,Transfer,Google,USD,declined
1254,5005,"Mar 19, 2024",2007.75,CREDIT,WIRE,WIRE,Walmart,USD,Declined
1255,5049,22-Jun-2023,-7911.8,Debit,hotel,unknown,Spotify,USD,Complete
1256,5250,06/03/2024,-5453.03,debit,TRANSFER,Transfer,Walmart,USD,PENDING
1257,5040,03/12/2024,1791.8,Debit,hotel,N/A,Google,USD,declined
1258,5062,2023-09-05,-5832.63,DEBIT,WIRE,WIRE,Spotify,USD,PENDING
1259,5345,06/17/2023,2811.31,CREDIT,Purchase,Shopping,United Airlines,USD,COMPLETED
1260,5247,2023-10-13,6005.48,CREDIT,bills,bills,Starbucks,GBP,Pending
1261,5286,2023-03-10,8242.77,credit,salary,Payroll,United Airlines,USD,FAILED
1262,5278,09-Feb-2024,5683.63,credit,bills,Netflix,Netflix,USD,Complete
1263,5049,18-Nov-2023,-7372.04,debit,healthcare,Healthcare,Netflix,USD,failed
1264,5301,2024-03-14,8378.45,CR,DD,DD,Google,USD,FAILED
1265,5056,2024-04-16,3122.58,credit,airline,airline,Walmart,USD,Complete
1266,5319,04/26/2024,4302.35,Debit,Bills,Amazon,Amazon,USD,COMPLETED
1267,5334,06/25/2023,8084.5,Credit,CASH,CASH,Whole Foods,USD,pending
1268,5161,12-Nov-2023,8469.93,DEBIT,food,food,Netflix,GBP,failed
1269,5343,"Feb 01, 2023",2656.07,CREDIT,CASH,,Starbucks,USD,Pending
1270,5360,04-Apr-2023,-6245.36,DR,Wire,Transfer,Spotify,USD,C
1271,5254,26-Dec-2023,5122.4,Credit,bills,bills,unknown,USD,C
1272,5167,06-Apr-2023,-3663.28,debit,DINING,DINING,Spotify,USD,FAILED
1273,5296,29-Jun-2023,-2298.45,DR,DINING,DINING,Target,USD,Complete
1274,5276,28-Jan-2024,883.13,Credit,xfer,xfer,Whole Foods,CAD,C
1275,5335,02-Jun-2023,3596.82,Credit,Payroll,Payroll,Whole Foods,USD,Complete
1276,5132,"Aug 02, 2023",-974.91,DR,hotel,Netflix,Netflix,USD,F
1277,5148,29-Jun-2023,-6911.13,Debit,Direct Deposit,Direct Deposit,null,USD,Pending
1278,5012,2023-12-22,8099.51,CREDIT,ATM Cash,ATM Cash,CVS Pharmacy,USD,Failed
1279,5219,"Mar 08, 2024",1991.32,CR,DD,Payroll,Starbucks,USD,F
1280,5282,"Jun 19, 2024",358.5,CREDIT,Utilities,Utilities,Netflix,USD,declined
1281,5141,2023-10-19,-3584.89,DR,Health,null,United Airlines,USD,FAILED
1282,5329,23-Jan-2023,490.11,CR,MEDICAL,,Whole Foods,USD,completed
1283,5173,"Feb 06, 2024",-3979.48,debit,hotel,Travel,Netflix,USD,failed
1284,5050,"Jan 29, 2024",2477.95,Debit,Airline,Shell,Shell,USD,Completed
1285,5143,11/28/2023,7424.85,Credit,food & drink,Amazon,Amazon,USD,declined
1286,5092,03/21/2024,-7898.84,Debit,WIRE,Amazon,Amazon,USD,Completed
1287,5350,"Sep 04, 2023",-6704.69,Debit,purchase,purchase,Walmart,USD,P
1288,5332,10/22/2023,-7112.47,debit,UTILITIES,Utilities,Shell,USD,FAILED
1289,5044,01/23/2023,4173.67,CREDIT,transfer,Transfer,Spotify,USD,F
1290,5151,"May 30, 2024",8612.33,CR,shopping,Shopping,United Airlines,USD,declined
1291,5111,01-Feb-2024,1394.32,DR,Retail,null,Whole Foods,USD,P
1292,5400,"Jan 22, 2024",997.94,Credit,utilities,Utilities,Apple,EUR,PENDING
1293,5366,02/18/2023,7963.05,DEBIT,airline,null,United Airlines,USD,declined
1294,5070,"Feb 02, 2024",-4223.27,debit,Bills,Starbucks,Starbucks,USD,Failed
1295,5140,21-Oct-2023,-7973.61,Debit,UTIL,Utilities,CVS Pharmacy,USD,F
1296,5123,"May 02, 2024",3989.55,debit,medical,N/A,N/A,USD,PENDING
1297,5182,03/24/2023,3332.61,credit,salary,Payroll,Whole Foods,USD,Failed
1298,5302,03/01/2023,-5424.7,debit,Food & Dining,Food & Dining,Google,USD,FAILED
1299,5149,09/27/2023,4991.15,CREDIT,shopping,shopping,Shell,USD,Declined
1300,5347,2023-05-14,-9346.62,debit,medical,Healthcare,Amazon,USD,Completed
1301,5377,09-Sep-2023,-7832.66,DR,DD,DD,Walmart,CAD,FAILED
1302,5230,"Oct 11, 2023",727.68,CR,medical,unknown,Walmart,USD,failed
1303,5001,15-Oct-2023,-3799.61,DR,Hotel,Hotel,Amazon,USD,Pending
1304,5207,12/18/2023,-5004.64,DEBIT,Shopping,Shopping,Amazon,USD,PENDING
1305,5217,2023-10-20,2644.0,Credit,food & drink,Target,Target,USD,Completed
1306,5182,2023-03-10,-5053.84,DEBIT,Utilities,Whole Foods,Whole Foods,USD,PENDING
1307,5376,27-May-2024,-2481.67,DEBIT,shopping,Spotify,Spotify,USD,completed
1308,5009,"Jun 20, 2023",4793.7,CREDIT,UTILITIES,,Google,USD,C
1309,5255,2024-05-05,1936.77,CREDIT,payroll,payroll,Whole Foods,USD,Pending
1310,5264,18-Jan-2024,8556.77,CREDIT,UTIL,UTIL,Spotify,USD,FAILED
1311,5061,2024-05-15,-8329.95,debit,SHOPPING,SHOPPING,Apple,USD,P
1312,5193,12/05/2023,4929.36,credit,purchase,purchase,Spotify,USD,P
1313,5106,2023-04-10,5059.16,credit,UTIL,Whole Foods,Whole Foods,USD,Declined
1314,5198,13-Jul-2023,-6684.28,Debit,PAYROLL,N/A,Spotify,USD,FAILED
1315,5124,23-Feb-2023,602.42,CR,transfer,N/A,Walmart,USD,completed
1316,5101,09/13/2023,8385.33,Credit,wire transfer,Transfer,Shell,USD,Complete
1317,5031,"Nov 11, 2023",4273.46,credit,Payroll,Google,Google,USD,Failed
1318,5282,2023-11-07,4338.42,DR,SHOPPING,SHOPPING,Starbucks,USD,Failed
1319,5303,2023-04-11,-8918.28,DEBIT,Cash,ATM Withdrawal,Apple,USD,Completed
1320,5215,04/18/2023,3615.71,debit,Health,Healthcare,Starbucks,USD,pending
1321,5275,05/25/2023,4783.35,CR,health,null,United Airlines,USD,Declined
1322,5317,26-Jan-2024,5026.71,CR,ATM,ATM,Amazon,USD,COMPLETED
1323,5339,12/27/2023,7220.84,CR,TRAVEL,Travel,Target,USD,Completed
1324,5331,19-Apr-2024,-5849.39,DEBIT,DD,Payroll,Target,USD,C
1325,5172,"Jul 10, 2023",-6430.79,debit,food & drink,Food & Dining,Netflix,USD,F
1326,5195,"Feb 14, 2023",1649.1,Debit,Payroll,Starbucks,Starbucks,USD,PENDING
1327,5205,16-Dec-2023,2443.91,CREDIT,Food & Dining,Food & Dining,Google,CAD,Completed
1328,5049,"Feb 03, 2024",7989.64,Debit,Purchase,unknown,Netflix,USD,Pending
1329,5218,2023-09-01,-3699.46,DR,Xfer,Transfer,Amazon,USD,F
1330,5373,2023-07-18,-8760.07,DEBIT,Healthcare,Healthcare,Walmart,USD,P
1331,5009,01-Aug-2023,7219.56,CREDIT,Shopping,Google,Google,USD,completed
1332,5302,05/05/2023,7684.54,CREDIT,salary,Target,Target,USD,declined
1333,5048,"Feb 23, 2024",6076.61,CREDIT,airline,N/A,Google,USD,Completed
1334,5285,09/19/2023,-5954.87,DR,health,health,Apple,USD,Pending
1335,5397,07/10/2023,-8609.31,debit,cash,Target,Target,USD,Complete
1336,5022,2024-03-23,-5084.65,DR,Retail,unknown,Netflix,USD,C
1337,5166,13-Aug-2023,6973.89,CR,Airline,Airline,Whole Foods,USD,completed
1338,5245,"Nov 27, 2023",-7479.48,Debit,Purchase,Google,Google,USD,completed
1339,5352,2023-03-07,-6497.41,Debit,Salary,null,Google,USD,pending
1340,5132,"Dec 09, 2023",5825.11,CREDIT,UTIL,Apple,Apple,USD,declined
1341,5058,02/17/2024,-2257.8,debit,Hotel,Travel,Netflix,USD,Declined
1342,5057,02/10/2024,358.53,CREDIT,UTILITIES,Target,Target,USD,COMPLETED
1343,5065,20-Jun-2024,-2901.14,Debit,Direct Deposit,unknown,Spotify,USD,failed
1344,5356,20-Feb-2023,2609.37,Credit,Transfer,Transfer,Walmart,USD,PENDING
1345,5383,05-Sep-2023,8370.99,CR,purchase,Shell,Shell,USD,pending
1346,5009,12/20/2023,-1466.14,DR,bills,null,United Airlines,USD,COMPLETED
1347,5025,12/07/2023,-8789.27,DEBIT,Bills,Google,Google,USD,pending
1348,5228,06/07/2023,405.41,CREDIT,Purchase,Purchase,Apple,USD,Declined
1349,5011,24-May-2024,8310.27,credit,hotel,hotel,United Airlines,USD,Failed
1350,5190,2024-02-12,2742.14,CR,Airline,Travel,Shell,USD,Failed
1351,5259,08-Mar-2023,3559.75,DEBIT,HOTEL,HOTEL,Target,CAD,failed
1352,5052,15-Mar-2024,4940.61,Credit,PAYROLL,null,CVS Pharmacy,USD,PENDING
1353,5223,25-Dec-2023,3033.45,CR,health,health,Starbucks,USD,failed
1354,5157,08/16/2023,4472.66,CREDIT,MEDICAL,Healthcare,Target,USD,Declined
1355,5299,09/30/2023,3847.29,Credit,dining,Shell,Shell,USD,Failed
1356,5238,22-Apr-2024,-6308.24,DEBIT,Transfer,Transfer,Spotify,GBP,failed
1357,5037,09/26/2023,1643.84,CR,TRAVEL,Walmart,Walmart,USD,C
1358,5332,14-May-2024,3738.93,CREDIT,payroll,payroll,Apple,USD,Complete
1359,5075,"Jan 11, 2024",5250.98,CREDIT,SHOPPING,Starbucks,Starbucks,USD,declined
1360,5257,04/11/2023,-421.91,DEBIT,medical,medical,United Airlines,USD,Complete
1361,5380,06-Nov-2023,-2856.24,DEBIT,Travel,unknown,Walmart,USD,failed
1362,5303,05/15/2024,1183.49,CREDIT,UTIL,null,Netflix,USD,C
1363,5191,2024-02-17,4384.59,DR,food,Food & Dining,Spotify,USD,F
1364,5054,03/24/2024,-4370.65,DEBIT,F&D,Google,Google,USD,Pending
1365,5349,"Apr 11, 2023",1483.75,CREDIT,Health,N/A,Spotify,USD,pending
1366,5347,"Sep 13, 2023",7510.78,Credit,shopping,Shopping,Shell,USD,PENDING
1367,5030,2024-04-10,5073.26,credit,atm,atm,Shell,USD,Failed
1368,5004,"Mar 18, 2023",448.67,DEBIT,Direct Deposit,null,Whole Foods,USD,Declined
1369,5345,2023-08-19,-6766.83,DR,Retail,Retail,Starbucks,USD,FAILED
1370,5394,01/12/2023,6399.0,CREDIT,dining,unknown,Netflix,USD,Declined
1371,5013,2024-06-09,3256.36,DR,ATM Cash,ATM Cash,Starbucks,USD,declined
1372,5260,06/19/2024,-8920.32,Debit,medical,Apple,Apple,EUR,Declined
1373,5082,"Jan 22, 2024",-5563.43,Debit,TRANSFER,Shell,Shell,USD,failed
1374,5323,2023-10-07,6650.93,CREDIT,Medical,Healthcare,Walmart,USD,F
1375,5396,2024-06-29,2032.16,Credit,Shopping,Shopping,Target,USD,P
1376,5332,13-Apr-2023,-7956.43,DEBIT,Bills,null,Walmart,USD,failed
1377,5069,2023-06-19,2480.58,Credit,food,Food & Dining,Amazon,USD,COMPLETED
1378,5227,2023-06-23,-109.46,DR,Bills,unknown,Amazon,MXN,failed
1379,5341,09-May-2024,9227.61,CR,Healthcare,Healthcare,Spotify,USD,PENDING
1380,5216,09-May-2024,1763.46,debit,Wire,Transfer,Apple,EUR,P
1381,5200,"Aug 16, 2023",-8417.57,DR,restaurants,null,Starbucks,USD,C
1382,5056,2023-03-27,3068.24,Credit,Healthcare,,Starbucks,USD,failed
1383,5008,2023-08-23,3195.45,credit,PAYROLL,Walmart,Walmart,USD,P
1384,5294,2023-04-13,9437.97,CR,Bills,Target,Target,MXN,declined
1385,5127,03/10/2023,8562.72,CREDIT,utility,utility,Amazon,USD,completed
1386,5217,01/26/2023,-7530.55,Debit,hotel,Shell,Shell,USD,Complete
1387,5350,26-Mar-2023,3440.47,CREDIT,F&D,,Shell,USD,Failed
1388,5112,12/20/2023,8322.9,DEBIT,Transfer,Transfer,Netflix,USD,completed
1389,5293,"Dec 05, 2023",9039.42,CR,retail,Shopping,Shell,USD,PENDING
1390,5253,2023-03-25,1827.14,CR,Travel,Travel,Starbucks,USD,C
1391,5358,"Jan 27, 2024",886.52,Credit,food & drink,CVS Pharmacy,CVS Pharmacy,USD,completed
1392,5388,"Apr 09, 2024",4416.02,debit,medical,medical,Shell,USD,Declined
